sample,in_db,out_db,gain_db
1407,-10.000000,0.000642,10.001639
1408,-10.000000,0.000638,10.001634
1409,-10.000000,0.000633,10.001630
1410,-10.000000,0.000628,10.001625
1411,-10.000000,0.000624,10.001620
1412,-10.000000,0.000619,10.001616
1413,-10.000000,0.000614,10.001611
1414,-10.000000,0.000610,10.001607
1415,-10.000000,0.000605,10.001602
1416,-10.000000,0.000601,10.001598
1417,-10.000000,0.000596,10.001593
1418,-10.000000,0.000591,10.001589
1419,-10.000000,0.000588,10.001584
1420,-10.000000,0.000583,10.001580
1421,-10.000000,0.000579,10.001575
1422,-10.000000,0.000574,10.001571
1423,-10.000000,0.000570,10.001567
1424,-10.000000,0.000565,10.001563
1425,-10.000000,0.000561,10.001558
1426,-10.000000,0.000556,10.001554
1427,-10.000000,0.000553,10.001550
1428,-10.000000,0.000548,10.001546
1429,-10.000000,0.000544,10.001542
1430,-10.000000,0.000540,10.001538
1431,-10.000000,0.000536,10.001534
1432,-10.000000,0.000532,10.001530
1433,-10.000000,0.000529,10.001526
1434,-10.000000,0.000524,10.001522
1435,-10.000000,0.000520,10.001518
1436,-10.000000,0.000516,10.001514
1437,-10.000000,0.000512,10.001510
1438,-10.000000,0.000508,10.001506
1439,-10.000000,0.000505,10.001502
1440,-10.000000,0.000501,10.001498
1441,-10.000000,0.000497,10.001495
1442,-10.000000,0.000493,10.001491
1443,-10.000000,0.000489,10.001487
1444,-10.000000,0.000486,10.001483
1445,-10.000000,0.000482,10.001480
1446,-10.000000,0.000478,10.001476
1447,-10.000000,0.000474,10.001472
1448,-10.000000,0.000471,10.001469
1449,-10.000000,0.000467,10.001465
1450,-10.000000,0.000464,10.001462
1451,-10.000000,0.000460,10.001458
1452,-10.000000,0.000456,10.001455
1453,-10.000000,0.000453,10.001451
1454,-10.000000,0.000450,10.001448
1455,-10.000000,0.000446,10.001444
1456,-10.000000,0.000443,10.001441
1457,-10.000000,0.000439,10.001437
1458,-10.000000,0.000436,10.001434
1459,-10.000000,0.000433,10.001431
1460,-10.000000,0.000429,10.001427
1461,-10.000000,0.000427,10.001424
1462,-10.000000,0.000423,10.001421
1463,-10.000000,0.000420,10.001418
1464,-10.000000,0.000417,10.001414
1465,-10.000000,0.000413,10.001411
1466,-10.000000,0.000410,10.001408
1467,-10.000000,0.000407,10.001405
1468,-10.000000,0.000403,10.001402
1469,-10.000000,0.000401,10.001399
1470,-10.000000,0.000397,10.001396
1471,-10.000000,0.000394,10.001393
1472,-10.000000,0.000391,10.001389
1473,-10.000000,0.000389,10.001386
1474,-10.000000,0.000385,10.001383
1475,-10.000000,0.000382,10.001381
1476,-10.000000,0.000379,10.001378
1477,-10.000000,0.000377,10.001375
1478,-10.000000,0.000373,10.001372
1479,-10.000000,0.000371,10.001369
1480,-10.000000,0.000367,10.001366
1481,-10.000000,0.000365,10.001363
1482,-10.000000,0.000362,10.001360
1483,-10.000000,0.000359,10.001357
1484,-10.000000,0.000356,10.001355
1485,-10.000000,0.000354,10.001352
1486,-10.000000,0.000351,10.001349
1487,-10.000000,0.000348,10.001346
1488,-10.000000,0.000345,10.001344
1489,-10.000000,0.000343,10.001341
1490,-10.000000,0.000339,10.001338
1491,-10.000000,0.000337,10.001336
1492,-10.000000,0.000335,10.001333
1493,-10.000000,0.000332,10.001331
1494,-10.000000,0.000329,10.001328
1495,-10.000000,0.000327,10.001325
1496,-10.000000,0.000325,10.001323
1497,-10.000000,0.000321,10.001320
1498,-10.000000,0.000319,10.001318
1499,-10.000000,0.000317,10.001315
1500,-10.000000,0.000315,10.001313
1501,-10.000000,0.000312,10.001310
1502,-10.000000,0.000309,10.001308
1503,-10.000000,0.000307,10.001306
1504,-10.000000,0.000305,10.001303
1505,-10.000000,0.000302,10.001301
1506,-10.000000,0.000300,10.001298
1507,-10.000000,0.000297,10.001296
1508,-10.000000,0.000295,10.001294
1509,-10.000000,0.000293,10.001291
1510,-10.000000,0.000290,10.001289
1511,-10.000000,0.000288,10.001287
1512,-10.000000,0.000286,10.001285
1513,-10.000000,0.000284,10.001282
1514,-10.000000,0.000281,10.001280
1515,-10.000000,0.000279,10.001278
1516,-10.000000,0.000277,10.001276
1517,-10.000000,0.000274,10.001274
1518,-10.000000,0.000273,10.001271
1519,-10.000000,0.000271,10.001269
1520,-10.000000,0.000268,10.001267
1521,-10.000000,0.000266,10.001265
1522,-10.000000,0.000263,10.001263
1523,-10.000000,0.000262,10.001261
1524,-10.000000,0.000260,10.001259
1525,-10.000000,0.000258,10.001257
1526,-10.000000,0.000255,10.001255
1527,-10.000000,0.000253,10.001253
1528,-10.000000,0.000251,10.001251
1529,-10.000000,0.000250,10.001249
1530,-10.000000,0.000247,10.001247
1531,-10.000000,0.000246,10.001245
1532,-10.000000,0.000244,10.001243
1533,-10.000000,0.000242,10.001241
1534,-10.000000,0.000240,10.001239
1535,-10.000000,0.000238,10.001237
1536,-10.000000,0.000236,10.001235
1537,-10.000000,0.000234,10.001233
1538,-10.000000,0.000232,10.001231
1539,-10.000000,0.000231,10.001230
1540,-10.000000,0.000228,10.001228
1541,-10.000000,0.000227,10.001226
1542,-10.000000,0.000224,10.001224
1543,-10.000000,0.000223,10.001222
1544,-10.000000,0.000222,10.001221
1545,-10.000000,0.000219,10.001219
1546,-10.000000,0.000218,10.001217
1547,-10.000000,0.000216,10.001215
1548,-10.000000,0.000214,10.001214
1549,-10.000000,0.000213,10.001212
1550,-10.000000,0.000211,10.001210
1551,-10.000000,0.000209,10.001208
1552,-10.000000,0.000208,10.001207
1553,-10.000000,0.000205,10.001205
1554,-10.000000,0.000205,10.001204
1555,-10.000000,0.000202,10.001202
1556,-10.000000,0.000201,10.001200
1557,-10.000000,0.000199,10.001199
1558,-10.000000,0.000198,10.001197
1559,-10.000000,0.000196,10.001195
1560,-10.000000,0.000194,10.001194
1561,-10.000000,0.000193,10.001192
1562,-10.000000,0.000191,10.001191
1563,-10.000000,0.000190,10.001189
1564,-10.000000,0.000188,10.001188
1565,-10.000000,0.000186,10.001186
1566,-10.000000,0.000185,10.001185
1567,-10.000000,0.000184,10.001183
1568,-10.000000,0.000182,10.001182
1569,-10.000000,0.000181,10.001180
1570,-10.000000,0.000179,10.001179
1571,-10.000000,0.000179,10.001177
1572,-10.000000,0.000176,10.001176
1573,-10.000000,0.000175,10.001175
1574,-10.000000,0.000173,10.001173
1575,-10.000000,0.000172,10.001172
1576,-10.000000,0.000171,10.001170
1577,-10.000000,0.000170,10.001169
1578,-10.000000,0.000168,10.001168
1579,-10.000000,0.000167,10.001166
1580,-10.000000,0.000165,10.001165
1581,-10.000000,0.000163,10.001164
1582,-10.000000,0.000163,10.001162
1583,-10.000000,0.000161,10.001161
1584,-10.000000,0.000160,10.001160
1585,-10.000000,0.000158,10.001158
1586,-10.000000,0.000157,10.001157
1587,-10.000000,0.000156,10.001156
1588,-10.000000,0.000155,10.001155
1589,-10.000000,0.000154,10.001153
1590,-10.000000,0.000152,10.001152
1591,-10.000000,0.000152,10.001151
1592,-10.000000,0.000150,10.001150
1593,-10.000000,0.000149,10.001148
1594,-10.000000,0.000147,10.001147
1595,-10.000000,0.000146,10.001146
1596,-10.000000,0.000146,10.001145
1597,-10.000000,0.000144,10.001144
1598,-10.000000,0.000143,10.001143
1599,-10.000000,0.000141,10.001141
1600,-10.000000,0.000140,10.001140
1601,-10.000000,0.000140,10.001139
1602,-10.000000,0.000138,10.001138
1603,-10.000000,0.000137,10.001137
1604,-10.000000,0.000136,10.001136
1605,-10.000000,0.000135,10.001135
1606,-10.000000,0.000134,10.001134
1607,-10.000000,0.000132,10.001132
1608,-10.000000,0.000132,10.001131
1609,-10.000000,0.000130,10.001130
1610,-10.000000,0.000129,10.001129
1611,-10.000000,0.000128,10.001128
1612,-10.000000,0.000127,10.001127
1613,-10.000000,0.000127,10.001126
1614,-10.000000,0.000125,10.001125
1615,-10.000000,0.000124,10.001124
1616,-10.000000,0.000123,10.001123
1617,-10.000000,0.000122,10.001122
1618,-10.000000,0.000121,10.001121
1619,-10.000000,0.000120,10.001120
1620,-10.000000,0.000119,10.001119
1621,-10.000000,0.000118,10.001118
1622,-10.000000,0.000117,10.001117
1623,-10.000000,0.000116,10.001116
1624,-10.000000,0.000115,10.001115
1625,-10.000000,0.000115,10.001114
1626,-10.000000,0.000113,10.001113
1627,-10.000000,0.000113,10.001112
1628,-10.000000,0.000111,10.001111
1629,-10.000000,0.000111,10.001111
1630,-10.000000,0.000109,10.001110
1631,-10.000000,0.000109,10.001109
1632,-10.000000,0.000108,10.001108
1633,-10.000000,0.000107,10.001107
1634,-10.000000,0.000106,10.001106
1635,-10.000000,0.000105,10.001105
1636,-10.000000,0.000104,10.001104
1637,-10.000000,0.000104,10.001104
1638,-10.000000,0.000103,10.001103
1639,-10.000000,0.000102,10.001102
1640,-10.000000,0.000100,10.001101
1641,-10.000000,0.000100,10.001100
1642,-10.000000,0.000099,10.001099
1643,-10.000000,0.000098,10.001099
1644,-10.000000,0.000097,10.001098
1645,-10.000000,0.000097,10.001097
1646,-10.000000,0.000097,10.001096
1647,-10.000000,0.000095,10.001095
1648,-10.000000,0.000095,10.001095
1649,-10.000000,0.000094,10.001094
1650,-10.000000,0.000093,10.001093
1651,-10.000000,0.000092,10.001092
1652,-10.000000,0.000092,10.001092
1653,-10.000000,0.000090,10.001091
1654,-10.000000,0.000090,10.001090
1655,-10.000000,0.000089,10.001089
1656,-10.000000,0.000088,10.001089
1657,-10.000000,0.000088,10.001088
1658,-10.000000,0.000087,10.001087
1659,-10.000000,0.000086,10.001086
1660,-10.000000,0.000086,10.001086
1661,-10.000000,0.000085,10.001085
1662,-10.000000,0.000084,10.001084
1663,-10.000000,0.000084,10.001084
1664,-10.000000,0.000083,10.001083
1665,-10.000000,0.000081,10.001082
1666,-10.000000,0.000081,10.001082
1667,-10.000000,0.000080,10.001081
1668,-10.000000,0.000080,10.001080
1669,-10.000000,0.000080,10.001080
1670,-10.000000,0.000078,10.001079
1671,-10.000000,0.000078,10.001078
1672,-10.000000,0.000077,10.001078
1673,-10.000000,0.000077,10.001077
1674,-10.000000,0.000076,10.001076
1675,-10.000000,0.000076,10.001076
1676,-10.000000,0.000074,10.001075
1677,-10.000000,0.000074,10.001074
1678,-10.000000,0.000073,10.001074
1679,-10.000000,0.000073,10.001073
1680,-10.000000,0.000072,10.001073
1681,-10.000000,0.000072,10.001072
1682,-10.000000,0.000071,10.001071
1683,-10.000000,0.000071,10.001071
1684,-10.000000,0.000070,10.001070
1685,-10.000000,0.000069,10.001070
1686,-10.000000,0.000069,10.001069
1687,-10.000000,0.000068,10.001069
1688,-10.000000,0.000067,10.001068
1689,-10.000000,0.000067,10.001067
1690,-10.000000,0.000067,10.001067
1691,-10.000000,0.000066,10.001066
1692,-10.000000,0.000066,10.001066
1693,-10.000000,0.000065,10.001065
1694,-10.000000,0.000064,10.001065
1695,-10.000000,0.000063,10.001064
1696,-10.000000,0.000064,10.001064
1697,-10.000000,0.000062,10.001063
1698,-10.000000,0.000063,10.001063
1699,-10.000000,0.000061,10.001062
1700,-10.000000,0.000061,10.001062
1701,-10.000000,0.000061,10.001061
1702,-10.000000,0.000060,10.001061
1703,-10.000000,0.000060,10.001060
1704,-10.000000,0.000059,10.001060
1705,-10.000000,0.000059,10.001059
1706,-10.000000,0.000058,10.001059
1707,-10.000000,0.000058,10.001058
1708,-10.000000,0.000057,10.001058
1709,-10.000000,0.000057,10.001057
1710,-10.000000,0.000056,10.001057
1711,-10.000000,0.000056,10.001056
1712,-10.000000,0.000055,10.001056
1713,-10.000000,0.000055,10.001055
1714,-10.000000,0.000055,10.001055
1715,-10.000000,0.000054,10.001054
1716,-10.000000,0.000054,10.001054
1717,-10.000000,0.000053,10.001053
1718,-10.000000,0.000053,10.001053
1719,-10.000000,0.000052,10.001053
1720,-10.000000,0.000051,10.001052
1721,-10.000000,0.000052,10.001052
1722,-10.000000,0.000051,10.001051
1723,-10.000000,0.000051,10.001051
1724,-10.000000,0.000050,10.001050
1725,-10.000000,0.000050,10.001050
1726,-10.000000,0.000049,10.001050
1727,-10.000000,0.000049,10.001049
1728,-10.000000,0.000048,10.001049
1729,-10.000000,0.000048,10.001048
1730,-10.000000,0.000047,10.001048
1731,-10.000000,0.000047,10.001048
1732,-10.000000,0.000046,10.001047
1733,-10.000000,0.000047,10.001047
1734,-10.000000,0.000046,10.001046
1735,-10.000000,0.000045,10.001046
1736,-10.000000,0.000046,10.001046
1737,-10.000000,0.000045,10.001045
1738,-10.000000,0.000045,10.001045
1739,-10.000000,0.000044,10.001045
1740,-10.000000,0.000044,10.001044
1741,-10.000000,0.000043,10.001044
1742,-10.000000,0.000043,10.001043
1743,-10.000000,0.000043,10.001043
1744,-10.000000,0.000042,10.001043
1745,-10.000000,0.000042,10.001042
1746,-10.000000,0.000041,10.001042
1747,-10.000000,0.000041,10.001042
1748,-10.000000,0.000041,10.001041
1749,-10.000000,0.000040,10.001041
1750,-10.000000,0.000040,10.001041
1751,-10.000000,0.000040,10.001040
1752,-10.000000,0.000040,10.001040
1753,-10.000000,0.000039,10.001040
1754,-10.000000,0.000039,10.001039
1755,-10.000000,0.000039,10.001039
1756,-10.000000,0.000038,10.001039
1757,-10.000000,0.000038,10.001038
1758,-10.000000,0.000038,10.001038
1759,-10.000000,0.000038,10.001038
1760,-10.000000,0.000036,10.001037
1761,-10.000000,0.000037,10.001037
1762,-10.000000,0.000036,10.001037
1763,-10.000000,0.000036,10.001036
1764,-10.000000,0.000036,10.001036
1765,-10.000000,0.000035,10.001036
1766,-10.000000,0.000035,10.001036
1767,-10.000000,0.000035,10.001035
1768,-10.000000,0.000035,10.001035
1769,-10.000000,0.000034,10.001035
1770,-10.000000,0.000034,10.001034
1771,-10.000000,0.000034,10.001034
1772,-10.000000,0.000033,10.001034
1773,-10.000000,0.000033,10.001034
1774,-10.000000,0.000033,10.001033
1775,-10.000000,0.000033,10.001033
1776,-10.000000,0.000032,10.001033
1777,-10.000000,0.000032,10.001032
1778,-10.000000,0.000031,10.001032
1779,-10.000000,0.000032,10.001032
1780,-10.000000,0.000031,10.001032
1781,-10.000000,0.000031,10.001031
1782,-10.000000,0.000031,10.001031
1783,-10.000000,0.000030,10.001031
1784,-10.000000,0.000030,10.001031
1785,-10.000000,0.000029,10.001030
1786,-10.000000,0.000030,10.001030
1787,-10.000000,0.000030,10.001030
1788,-10.000000,0.000029,10.001030
1789,-10.000000,0.000029,10.001029
1790,-10.000000,0.000029,10.001029
1791,-10.000000,0.000029,10.001029
1792,-10.000000,0.000028,10.001029
1793,-10.000000,0.000028,10.001028
1794,-10.000000,0.000028,10.001028
1795,-10.000000,0.000027,10.001028
1796,-10.000000,0.000027,10.001028
1797,-10.000000,0.000027,10.001027
1798,-10.000000,0.000027,10.001027
1799,-10.000000,0.000026,10.001027
1800,-10.000000,0.000026,10.001027
1801,-10.000000,0.000026,10.001027
1802,-10.000000,0.000026,10.001026
1803,-10.000000,0.000025,10.001026
1804,-10.000000,0.000026,10.001026
1805,-10.000000,0.000024,10.001026
1806,-10.000000,0.000025,10.001025
1807,-10.000000,0.000025,10.001025
1808,-10.000000,0.000024,10.001025
1809,-10.000000,0.000025,10.001025
1810,-10.000000,0.000024,10.001025
1811,-10.000000,0.000024,10.001024
1812,-10.000000,0.000024,10.001024
1813,-10.000000,0.000024,10.001024
1814,-10.000000,0.000023,10.001024
1815,-10.000000,0.000023,10.001024
1816,-10.000000,0.000023,10.001023
1817,-10.000000,0.000023,10.001023
1818,-10.000000,0.000022,10.001023
1819,-10.000000,0.000022,10.001023
1820,-10.000000,0.000022,10.001023
1821,-10.000000,0.000022,10.001023
1822,-10.000000,0.000021,10.001022
1823,-10.000000,0.000022,10.001022
1824,-10.000000,0.000022,10.001022
1825,-10.000000,0.000021,10.001022
1826,-10.000000,0.000021,10.001022
1827,-10.000000,0.000021,10.001021
1828,-10.000000,0.000020,10.001021
1829,-10.000000,0.000021,10.001021
1830,-10.000000,0.000020,10.001021
1831,-10.000000,0.000021,10.001021
1832,-10.000000,0.000019,10.001021
1833,-10.000000,0.000020,10.001020
1834,-10.000000,0.000020,10.001020
1835,-10.000000,0.000019,10.001020
1836,-10.000000,0.000019,10.001020
1837,-10.000000,0.000019,10.001020
1838,-10.000000,0.000019,10.001020
1839,-10.000000,0.000019,10.001019
1840,-10.000000,0.000018,10.001019
1841,-10.000000,0.000018,10.001019
1842,-10.000000,0.000018,10.001019
1843,-10.000000,0.000018,10.001019
1844,-10.000000,0.000018,10.001019
1845,-10.000000,0.000017,10.001018
1846,-10.000000,0.000018,10.001018
1847,-10.000000,0.000017,10.001018
1848,-10.000000,0.000017,10.001018
1849,-10.000000,0.000017,10.001018
1850,-10.000000,0.000017,10.001018
1851,-10.000000,0.000017,10.001018
1852,-10.000000,0.000017,10.001017
1853,-10.000000,0.000016,10.001017
1854,-10.000000,0.000017,10.001017
1855,-10.000000,0.000016,10.001017
1856,-10.000000,0.000017,10.001017
1857,-10.000000,0.000016,10.001017
1858,-10.000000,0.000016,10.001017
1859,-10.000000,0.000016,10.001016
1860,-10.000000,0.000015,10.001016
1861,-10.000000,0.000016,10.001016
1862,-10.000000,0.000015,10.001016
1863,-10.000000,0.000015,10.001016
1864,-10.000000,0.000015,10.001016
1865,-10.000000,0.000015,10.001016
1866,-10.000000,0.000015,10.001016
1867,-10.000000,0.000014,10.001015
1868,-10.000000,0.000015,10.001015
1869,-10.000000,0.000014,10.001015
1870,-10.000000,0.000014,10.001015
1871,-10.000000,0.000015,10.001015
1872,-10.000000,0.000014,10.001015
1873,-10.000000,0.000014,10.001015
1874,-10.000000,0.000014,10.001015
1875,-10.000000,0.000013,10.001014
1876,-10.000000,0.000014,10.001014
1877,-10.000000,0.000014,10.001014
1878,-10.000000,0.000013,10.001014
1879,-10.000000,0.000013,10.001014
1880,-10.000000,0.000013,10.001014
1881,-10.000000,0.000013,10.001014
1882,-10.000000,0.000013,10.001014
1883,-10.000000,0.000013,10.001014
1884,-10.000000,0.000013,10.001013
1885,-10.000000,0.000012,10.001013
1886,-10.000000,0.000012,10.001013
1887,-10.000000,0.000012,10.001013
1888,-10.000000,0.000012,10.001013
1889,-10.000000,0.000012,10.001013
1890,-10.000000,0.000012,10.001013
1891,-10.000000,0.000012,10.001013
1892,-10.000000,0.000012,10.001013
1893,-10.000000,0.000012,10.001012
1894,-10.000000,0.000012,10.001012
1895,-10.000000,0.000012,10.001012
1896,-10.000000,0.000012,10.001012
1897,-10.000000,0.000011,10.001012
1898,-10.000000,0.000011,10.001012
1899,-10.000000,0.000011,10.001012
1900,-10.000000,0.000011,10.001012
1901,-10.000000,0.000011,10.001012
1902,-10.000000,0.000011,10.001012
1903,-10.000000,0.000010,10.001012
1904,-10.000000,0.000011,10.001011
1905,-10.000000,0.000010,10.001011
1906,-10.000000,0.000011,10.001011
1907,-10.000000,0.000011,10.001011
1908,-10.000000,0.000011,10.001011
1909,-10.000000,0.000011,10.001011
1910,-10.000000,0.000010,10.001011
1911,-10.000000,0.000010,10.001011
1912,-10.000000,0.000010,10.001011
1913,-10.000000,0.000010,10.001011
1914,-10.000000,0.000010,10.001011
1915,-10.000000,0.000009,10.001010
1916,-10.000000,0.000010,10.001010
1917,-10.000000,0.000010,10.001010
1918,-10.000000,0.000009,10.001010
1919,-10.000000,0.000009,10.001010
1920,-10.000000,0.000009,10.001010
1921,-10.000000,0.000010,10.001010
1922,-10.000000,0.000009,10.001010
1923,-10.000000,0.000009,10.001010
1924,-10.000000,0.000009,10.001010
1925,-10.000000,0.000009,10.001010
1926,-10.000000,0.000009,10.001010
1927,-10.000000,0.000009,10.001009
1928,-10.000000,0.000008,10.001009
1929,-10.000000,0.000009,10.001009
1930,-10.000000,0.000009,10.001009
1931,-10.000000,0.000009,10.001009
1932,-10.000000,0.000009,10.001009
1933,-10.000000,0.000009,10.001009
1934,-10.000000,0.000009,10.001009
1935,-10.000000,0.000008,10.001009
1936,-10.000000,0.000008,10.001009
1937,-10.000000,0.000008,10.001009
1938,-10.000000,0.000008,10.001009
1939,-10.000000,0.000008,10.001009
1940,-10.000000,0.000008,10.001009
1941,-10.000000,0.000008,10.001008
1942,-10.000000,0.000008,10.001008
1943,-10.000000,0.000008,10.001008
1944,-10.000000,0.000008,10.001008
1945,-10.000000,0.000007,10.001008
1946,-10.000000,0.000007,10.001008
1947,-10.000000,0.000007,10.001008
1948,-10.000000,0.000007,10.001008
1949,-10.000000,0.000007,10.001008
1950,-10.000000,0.000007,10.001008
1951,-10.000000,0.000007,10.001008
1952,-10.000000,0.000007,10.001008
1953,-10.000000,0.000007,10.001008
1954,-10.000000,0.000007,10.001008
1955,-10.000000,0.000007,10.001008
1956,-10.000000,0.000007,10.001008
1957,-10.000000,0.000007,10.001007
1958,-10.000000,0.000007,10.001007
1959,-10.000000,0.000007,10.001007
1960,-10.000000,0.000006,10.001007
1961,-10.000000,0.000007,10.001007
1962,-10.000000,0.000007,10.001007
1963,-10.000000,0.000007,10.001007
1964,-10.000000,0.000007,10.001007
1965,-10.000000,0.000006,10.001007
1966,-10.000000,0.000007,10.001007
1967,-10.000000,0.000006,10.001007
1968,-10.000000,0.000006,10.001007
1969,-10.000000,0.000006,10.001007
1970,-10.000000,0.000006,10.001007
1971,-10.000000,0.000006,10.001007
1972,-10.000000,0.000006,10.001007
1973,-10.000000,0.000006,10.001007
1974,-10.000000,0.000005,10.001007
1975,-10.000000,0.000006,10.001007
1976,-10.000000,0.000005,10.001006
1977,-10.000000,0.000006,10.001006
1978,-10.000000,0.000006,10.001006
1979,-10.000000,0.000006,10.001006
1980,-10.000000,0.000005,10.001006
1981,-10.000000,0.000005,10.001006
1982,-10.000000,0.000005,10.001006
1983,-10.000000,0.000005,10.001006
1984,-10.000000,0.000005,10.001006
1985,-10.000000,0.000005,10.001006
1986,-10.000000,0.000006,10.001006
1987,-10.000000,0.000005,10.001006
1988,-10.000000,0.000005,10.001006
1989,-10.000000,0.000006,10.001006
1990,-10.000000,0.000005,10.001006
1991,-10.000000,0.000005,10.001006
1992,-10.000000,0.000005,10.001006
1993,-10.000000,0.000005,10.001006
1994,-10.000000,0.000004,10.001006
1995,-10.000000,0.000004,10.001006
1996,-10.000000,0.000005,10.001006
1997,-10.000000,0.000005,10.001006
1998,-10.000000,0.000005,10.001005
1999,-10.000000,0.000004,10.001005
2000,-10.000000,0.000004,10.001005
2001,-10.000000,0.000004,10.001005
2002,-10.000000,0.000005,10.001005
2003,-10.000000,0.000005,10.001005
2004,-10.000000,0.000005,10.001005
2005,-10.000000,0.000004,10.001005
2006,-10.000000,0.000004,10.001005
2007,-10.000000,0.000005,10.001005
2008,-10.000000,0.000004,10.001005
2009,-10.000000,0.000005,10.001005
2010,-10.000000,0.000003,10.001005
2011,-10.000000,0.000004,10.001005
2012,-10.000000,0.000004,10.001005
2013,-10.000000,0.000004,10.001005
2014,-10.000000,0.000004,10.001005
2015,-10.000000,0.000003,10.001005
2016,-10.000000,0.000004,10.001005
2017,-10.000000,0.000004,10.001005
2018,-10.000000,0.000004,10.001005
2019,-10.000000,0.000004,10.001005
2020,-10.000000,0.000004,10.001005
2021,-10.000000,0.000004,10.001005
2022,-10.000000,0.000004,10.001005
2023,-10.000000,0.000004,10.001005
2024,-10.000000,0.000004,10.001005
2025,-10.000000,0.000004,10.001004
2026,-10.000000,0.000004,10.001004
2027,-10.000000,0.000004,10.001004
2028,-10.000000,0.000004,10.001004
2029,-10.000000,0.000004,10.001004
2030,-10.000000,0.000003,10.001004
2031,-10.000000,0.000003,10.001004
2032,-10.000000,0.000003,10.001004
2033,-10.000000,0.000003,10.001004
2034,-10.000000,0.000003,10.001004
2035,-10.000000,0.000003,10.001004
2036,-10.000000,0.000003,10.001004
2037,-10.000000,0.000004,10.001004
2038,-10.000000,0.000004,10.001004
2039,-10.000000,0.000003,10.001004
2040,-10.000000,0.000003,10.001004
2041,-10.000000,0.000003,10.001004
2042,-10.000000,0.000003,10.001004
2043,-10.000000,0.000003,10.001004
2044,-10.000000,0.000003,10.001004
2045,-10.000000,0.000003,10.001004
2046,-10.000000,0.000004,10.001004
2047,-10.000000,0.000003,10.001004
2048,-10.000000,0.000003,10.001004
2049,-10.000000,0.000003,10.001004
2050,-10.000000,0.000003,10.001004
2051,-10.000000,0.000003,10.001004
2052,-10.000000,0.000003,10.001004
2053,-10.000000,0.000002,10.001004
2054,-10.000000,0.000003,10.001004
2055,-10.000000,0.000003,10.001004
2056,-10.000000,0.000003,10.001004
2057,-10.000000,0.000003,10.001004
2058,-10.000000,0.000003,10.001004
2059,-10.000000,0.000003,10.001004
2060,-10.000000,0.000002,10.001004
2061,-10.000000,0.000003,10.001003
2062,-10.000000,0.000003,10.001003
2063,-10.000000,0.000003,10.001003
2064,-10.000000,0.000003,10.001003
2065,-10.000000,0.000002,10.001003
2066,-10.000000,0.000003,10.001003
2067,-10.000000,0.000003,10.001003
2068,-10.000000,0.000003,10.001003
2069,-10.000000,0.000003,10.001003
2070,-10.000000,0.000003,10.001003
2071,-10.000000,0.000003,10.001003
2072,-10.000000,0.000002,10.001003
2073,-10.000000,0.000003,10.001003
2074,-10.000000,0.000002,10.001003
2075,-10.000000,0.000003,10.001003
2076,-10.000000,0.000002,10.001003
2077,-10.000000,0.000003,10.001003
2078,-10.000000,0.000002,10.001003
2079,-10.000000,0.000003,10.001003
2080,-10.000000,0.000002,10.001003
2081,-10.000000,0.000002,10.001003
2082,-10.000000,0.000002,10.001003
2083,-10.000000,0.000002,10.001003
2084,-10.000000,0.000002,10.001003
2085,-10.000000,0.000002,10.001003
2086,-10.000000,0.000002,10.001003
2087,-10.000000,0.000002,10.001003
2088,-10.000000,0.000002,10.001003
2089,-10.000000,0.000002,10.001003
2090,-10.000000,0.000002,10.001003
2091,-10.000000,0.000002,10.001003
2092,-10.000000,0.000002,10.001003
2093,-10.000000,0.000002,10.001003
2094,-10.000000,0.000002,10.001003
2095,-10.000000,0.000002,10.001003
2096,-10.000000,0.000002,10.001003
2097,-10.000000,0.000002,10.001003
2098,-10.000000,0.000002,10.001003
2099,-10.000000,0.000002,10.001003
2100,-10.000000,0.000002,10.001003
2101,-10.000000,0.000002,10.001003
2102,-10.000000,0.000002,10.001003
2103,-10.000000,0.000002,10.001003
2104,-10.000000,0.000002,10.001003
2105,-10.000000,0.000002,10.001003
2106,-10.000000,0.000002,10.001003
2107,-10.000000,0.000002,10.001003
2108,-10.000000,0.000002,10.001003
2109,-10.000000,0.000002,10.001003
2110,-10.000000,0.000002,10.001003
2111,-10.000000,0.000002,10.001003
2112,-10.000000,0.000002,10.001002
2113,-10.000000,0.000002,10.001002
2114,-10.000000,0.000002,10.001002
2115,-10.000000,0.000002,10.001002
2116,-10.000000,0.000002,10.001002
2117,-10.000000,0.000002,10.001002
2118,-10.000000,0.000001,10.001002
2119,-10.000000,0.000002,10.001002
2120,-10.000000,0.000001,10.001002
2121,-10.000000,0.000001,10.001002
2122,-10.000000,0.000001,10.001002
2123,-10.000000,0.000002,10.001002
2124,-10.000000,0.000001,10.001002
2125,-10.000000,0.000001,10.001002
2126,-10.000000,0.000001,10.001002
2127,-10.000000,0.000002,10.001002
2128,-10.000000,0.000001,10.001002
2129,-10.000000,0.000001,10.001002
2130,-10.000000,0.000001,10.001002
2131,-10.000000,0.000002,10.001002
2132,-10.000000,0.000001,10.001002
2133,-10.000000,0.000001,10.001002
2134,-10.000000,0.000002,10.001002
2135,-10.000000,0.000001,10.001002
2136,-10.000000,0.000001,10.001002
2137,-10.000000,0.000002,10.001002
2138,-10.000000,0.000002,10.001002
2139,-10.000000,0.000001,10.001002
2140,-10.000000,0.000001,10.001002
2141,-10.000000,0.000002,10.001002
2142,-10.000000,0.000001,10.001002
