sample,in_db,out_db,gain_db
2966,-10.000000,0.000002,10.001002
2967,-10.000000,0.000001,10.001002
2968,-10.000000,0.000001,10.001002
2969,-10.000000,0.000002,10.001002
2970,-10.000000,0.000001,10.001002
2971,-10.000000,0.000001,10.001002
2972,-10.000000,0.000001,10.001002
2973,-10.000000,0.000002,10.001002
2974,-10.000000,0.000001,10.001002
2975,-10.000000,0.000001,10.001002
2976,-10.000000,0.000001,10.001002
2977,-10.000000,0.000002,10.001002
2978,-10.000000,0.000001,10.001002
2979,-10.000000,0.000001,10.001002
2980,-10.000000,0.000001,10.001002
2981,-10.000000,0.000002,10.001002
2982,-10.000000,0.000001,10.001002
2983,-10.000000,0.000001,10.001002
2984,-10.000000,0.000002,10.001002
2985,-10.000000,0.000001,10.001002
2986,-10.000000,0.000001,10.001002
2987,-10.000000,0.000002,10.001002
2988,-10.000000,0.000002,10.001002
2989,-10.000000,0.000001,10.001002
2990,-10.000000,0.000001,10.001002
2991,-10.000000,0.000002,10.001002
2992,-10.000000,0.000001,10.001002
2993,-10.000000,0.000001,10.001002
2994,-10.000000,0.000002,10.001002
2995,-10.000000,0.000001,10.001002
2996,-10.000000,0.000001,10.001002
2997,-10.000000,0.000001,10.001002
2998,-10.000000,0.000002,10.001002
2999,-10.000000,0.000001,10.001002
3000,10.000000,20.000002,9.977294
3001,10.000000,19.976321,9.942742
3002,10.000000,19.941807,9.901176
3003,10.000000,19.900286,9.854442
3004,10.000000,19.853601,9.803663
3005,10.000000,19.802872,9.749582
3006,10.000000,19.748842,9.692733
3007,10.000000,19.692045,9.633521
3008,10.000000,19.632883,9.572209
3009,10.000000,19.571620,9.509073
3010,10.000000,19.508530,9.444315
3011,10.000000,19.443819,9.378105
3012,10.000000,19.377652,9.310587
3013,10.000000,19.310175,9.241884
3014,10.000000,19.241510,9.172103
3015,10.000000,19.171766,9.101339
3016,10.000000,19.101036,9.029675
3017,10.000000,19.029404,8.957186
3018,10.000000,18.956944,8.883937
3019,10.000000,18.883723,8.809990
3020,10.000000,18.809801,8.735399
3021,10.000000,18.735233,8.660213
3022,10.000000,18.660067,8.584431
3023,10.000000,18.584305,8.508134
3024,10.000000,18.508024,8.431358
3025,10.000000,18.431264,8.354140
3026,10.000000,18.354059,8.276511
3027,10.000000,18.276442,8.198502
3028,10.000000,18.198443,8.120140
3029,10.000000,18.120091,8.041451
3030,10.000000,18.041411,7.962461
3031,10.000000,17.962428,7.883193
3032,10.000000,17.883165,7.803667
3033,10.000000,17.803645,7.723904
3034,10.000000,17.723886,7.643924
3035,10.000000,17.643910,7.563744
3036,10.000000,17.563733,7.483382
3037,10.000000,17.483373,7.402854
3038,10.000000,17.402847,7.322175
3039,10.000000,17.322171,7.241361
3040,10.000000,17.241357,7.160424
3041,10.000000,17.160421,7.079378
3042,10.000000,17.079377,6.998237
3043,10.000000,16.998236,6.917011
3044,10.000000,16.917010,6.835713
3045,10.000000,16.835712,6.754354
3046,10.000000,16.754354,6.672943
3047,10.000000,16.672943,6.591492
3048,10.000000,16.591491,6.510009
3049,10.000000,16.510010,6.428505
3050,10.000000,16.428505,6.346988
3051,10.000000,16.346988,6.265466
3052,10.000000,16.265466,6.183948
3053,10.000000,16.183947,6.102442
3054,10.000000,16.102442,6.020956
3055,10.000000,16.020956,5.939496
3056,10.000000,15.933343,5.858071
3057,10.000000,15.852284,5.776687
3058,10.000000,15.771249,5.695350
3059,10.000000,15.690246,5.614068
3060,10.000000,15.609281,5.532846
3061,10.000000,15.528361,5.451690
3062,10.000000,15.447493,5.370606
3063,10.000000,15.366682,5.289599
3064,10.000000,15.285935,5.208675
3065,10.000000,15.205256,5.127839
3066,10.000000,15.124653,5.047095
3067,10.000000,15.044131,4.966450
3068,10.000000,14.963693,4.885907
3069,10.000000,14.883347,4.805470
3070,10.000000,14.803096,4.725146
3071,10.000000,14.722947,4.644937
3072,10.000000,14.642903,4.564847
3073,10.000000,14.562970,4.484882
3074,10.000000,14.483150,4.405045
3075,10.000000,14.403450,4.325339
3076,10.000000,14.323872,4.245769
3077,10.000000,14.244422,4.166338
3078,10.000000,14.165102,4.087050
3079,10.000000,14.085919,4.007907
3080,10.000000,14.006874,3.928914
3081,10.000000,13.927972,3.850073
3082,10.000000,13.849215,3.771388
3083,10.000000,13.770609,3.692862
3084,10.000000,13.692155,3.614497
3085,10.000000,13.613857,3.536297
3086,10.000000,13.535719,3.458264
3087,10.000000,13.457744,3.380402
3088,10.000000,13.379934,3.302712
3089,10.000000,13.302293,3.225198
3090,10.000000,13.224823,3.147862
3091,10.000000,13.147527,3.070706
3092,10.000000,13.070408,2.993733
3093,10.000000,12.993468,2.916946
3094,10.000000,12.916712,2.840346
3095,10.000000,12.840139,2.763935
3096,10.000000,12.763754,2.687717
3097,10.000000,12.687558,2.611693
3098,10.000000,12.611554,2.535865
3099,10.000000,12.535743,2.460235
3100,10.000000,12.460130,2.384805
3101,10.000000,12.384715,2.309615
3102,10.000000,12.309538,2.234628
3103,10.000000,12.234561,2.159843
3104,10.000000,12.159787,2.085264
3105,10.000000,12.085217,2.010892
3106,10.000000,12.010853,1.936730
3107,10.000000,11.936696,1.862777
3108,10.000000,11.862750,1.789038
3109,10.000000,11.789015,1.715512
3110,10.000000,11.715493,1.642202
3111,10.000000,11.642188,1.569110
3112,10.000000,11.569098,1.496236
3113,10.000000,11.496227,1.423583
3114,10.000000,11.423575,1.351152
3115,10.000000,11.351146,1.278944
3116,10.000000,11.278939,1.206961
3117,10.000000,11.206958,1.135204
3118,10.000000,11.135202,1.063675
3119,10.000000,11.063672,0.992374
3120,10.000000,10.992372,0.921303
3121,10.000000,10.921302,0.850464
3122,10.000000,10.850464,0.779857
3123,10.000000,10.779857,0.709484
3124,10.000000,10.709485,0.639346
3125,10.000000,10.639346,0.569444
3126,10.000000,10.569444,0.499779
3127,10.000000,10.499779,0.430353
3128,10.000000,10.430352,0.361165
3129,10.000000,10.361165,0.292217
3130,10.000000,10.292217,0.223511
3131,10.000000,10.223511,0.155047
3132,10.000000,10.155047,0.086826
3133,10.000000,10.086826,0.018849
3134,10.000000,10.018849,-0.048883
3135,10.000000,9.944814,-0.116369
3136,10.000000,9.877639,-0.183609
3137,10.000000,9.810697,-0.250601
3138,10.000000,9.743990,-0.317344
3139,10.000000,9.677521,-0.383838
3140,10.000000,9.611288,-0.450083
3141,10.000000,9.545295,-0.516077
3142,10.000000,9.479541,-0.581819
3143,10.000000,9.414028,-0.647310
3144,10.000000,9.348757,-0.712548
3145,10.000000,9.283729,-0.777534
3146,10.000000,9.218945,-0.842265
3147,10.000000,9.154405,-0.906742
3148,10.000000,9.090112,-0.970964
3149,10.000000,9.026064,-1.034930
3150,10.000000,8.962265,-1.098641
3151,10.000000,8.898713,-1.162095
3152,10.000000,8.835411,-1.225291
3153,10.000000,8.772357,-1.288231
3154,10.000000,8.709556,-1.350912
3155,10.000000,8.647004,-1.413335
3156,10.000000,8.584706,-1.475499
3157,10.000000,8.522660,-1.537404
3158,10.000000,8.460867,-1.599048
3159,10.000000,8.399328,-1.660433
3160,10.000000,8.338044,-1.721557
3161,10.000000,8.277016,-1.782421
3162,10.000000,8.216243,-1.843023
3163,10.000000,8.155726,-1.903364
3164,10.000000,8.095467,-1.963405
3165,10.000000,8.035502,-2.023187
3166,10.000000,7.975792,-2.082710
3167,10.000000,7.916338,-2.141972
3168,10.000000,7.857140,-2.200974
3169,10.000000,7.798199,-2.259715
3170,10.000000,7.739515,-2.318195
3171,10.000000,7.681090,-2.376413
3172,10.000000,7.622923,-2.434369
3173,10.000000,7.565014,-2.492062
3174,10.000000,7.507366,-2.549493
3175,10.000000,7.449978,-2.606660
3176,10.000000,7.392850,-2.663564
3177,10.000000,7.335982,-2.720205
3178,10.000000,7.279376,-2.776581
3179,10.000000,7.223033,-2.832694
3180,10.000000,7.166950,-2.888542
3181,10.000000,7.111131,-2.944125
3182,10.000000,7.055574,-2.999444
3183,10.000000,7.000280,-3.054498
3184,10.000000,6.945248,-3.109287
3185,10.000000,6.890480,-3.163811
3186,10.000000,6.835977,-3.218070
3187,10.000000,6.781736,-3.272063
3188,10.000000,6.727761,-3.325791
3189,10.000000,6.674048,-3.379253
3190,10.000000,6.620601,-3.432450
3191,10.000000,6.567417,-3.485381
3192,10.000000,6.514498,-3.538047
3193,10.000000,6.461843,-3.590447
3194,10.000000,6.409455,-3.642581
3195,10.000000,6.357330,-3.694450
3196,10.000000,6.305471,-3.746053
3197,10.000000,6.253875,-3.797391
3198,10.000000,6.202545,-3.848463
3199,10.000000,6.151480,-3.899269
3200,10.000000,6.100679,-3.949811
3201,10.000000,6.050144,-4.000087
3202,10.000000,5.999873,-4.050098
3203,10.000000,5.949867,-4.099843
3204,10.000000,5.900125,-4.149324
3205,10.000000,5.850647,-4.198541
3206,10.000000,5.801434,-4.247492
3207,10.000000,5.752486,-4.296179
3208,10.000000,5.703802,-4.344602
3209,10.000000,5.655382,-4.392760
3210,10.000000,5.607225,-4.440655
3211,10.000000,5.559333,-4.488286
3212,10.000000,5.511704,-4.535653
3213,10.000000,5.464338,-4.582757
3214,10.000000,5.417235,-4.629598
3215,10.000000,5.370395,-4.676175
3216,10.000000,5.323819,-4.722491
3217,10.000000,5.277505,-4.768544
3218,10.000000,5.231453,-4.814334
3219,10.000000,5.185662,-4.859863
3220,10.000000,5.140134,-4.905130
3221,10.000000,5.094868,-4.950099
3222,10.000000,5.049899,-4.994810
3223,10.000000,5.005188,-5.039263
3224,10.000000,4.960736,-5.083458
3225,10.000000,4.916541,-5.127396
3226,10.000000,4.872603,-5.171076
3227,10.000000,4.828924,-5.214499
3228,10.000000,4.785501,-5.257664
3229,10.000000,4.742336,-5.300573
3230,10.000000,4.699426,-5.343225
3231,10.000000,4.656775,-5.385621
3232,10.000000,4.614379,-5.427761
3233,10.000000,4.572239,-5.469645
3234,10.000000,4.530354,-5.511273
3235,10.000000,4.488727,-5.552646
3236,10.000000,4.447354,-5.593764
3237,10.000000,4.406236,-5.634628
3238,10.000000,4.365372,-5.675237
3239,10.000000,4.324764,-5.715592
3240,10.000000,4.284408,-5.755694
3241,10.000000,4.244307,-5.795542
3242,10.000000,4.204457,-5.835138
3243,10.000000,4.164862,-5.874482
3244,10.000000,4.125518,-5.913574
3245,10.000000,4.086426,-5.952414
3246,10.000000,4.047586,-5.991003
3247,10.000000,4.008997,-6.029342
3248,10.000000,3.964166,-6.067430
3249,10.000000,3.926259,-6.105269
3250,10.000000,3.888595,-6.142858
3251,10.000000,3.851176,-6.180198
3252,10.000000,3.814002,-6.217290
3253,10.000000,3.777071,-6.254134
3254,10.000000,3.740385,-6.290731
3255,10.000000,3.703941,-6.327081
3256,10.000000,3.667739,-6.363185
3257,10.000000,3.631779,-6.399044
3258,10.000000,3.596062,-6.434657
3259,10.000000,3.560585,-6.470027
3260,10.000000,3.525348,-6.505152
3261,10.000000,3.490352,-6.540034
3262,10.000000,3.455595,-6.574674
3263,10.000000,3.421077,-6.609072
3264,10.000000,3.386799,-6.643229
3265,10.000000,3.352757,-6.677144
3266,10.000000,3.318953,-6.710820
3267,10.000000,3.285387,-6.744257
3268,10.000000,3.252055,-6.777455
3269,10.000000,3.218961,-6.810414
3270,10.000000,3.186101,-6.843137
3271,10.000000,3.153476,-6.875623
3272,10.000000,3.121084,-6.907872
3273,10.000000,3.088927,-6.939887
3274,10.000000,3.057001,-6.971667
3275,10.000000,3.025307,-7.003213
3276,10.000000,2.993846,-7.034526
3277,10.000000,2.962614,-7.065607
3278,10.000000,2.931613,-7.096456
3279,10.000000,2.900842,-7.127074
3280,10.000000,2.870298,-7.157462
3281,10.000000,2.839984,-7.187620
3282,10.000000,2.809896,-7.217513
3283,10.000000,2.780072,-7.247181
3284,10.000000,2.750471,-7.276624
3285,10.000000,2.721092,-7.305843
3286,10.000000,2.691937,-7.334839
3287,10.000000,2.663002,-7.363612
3288,10.000000,2.634288,-7.392163
3289,10.000000,2.605796,-7.420492
3290,10.000000,2.577522,-7.448601
3291,10.000000,2.549467,-7.476490
3292,10.000000,2.521632,-7.504159
3293,10.000000,2.494013,-7.531611
3294,10.000000,2.466613,-7.558844
3295,10.000000,2.439428,-7.585860
3296,10.000000,2.412460,-7.612660
3297,10.000000,2.385705,-7.639244
3298,10.000000,2.359165,-7.665614
3299,10.000000,2.332838,-7.691770
3300,10.000000,2.306725,-7.717712
3301,10.000000,2.280824,-7.743443
3302,10.000000,2.255132,-7.768961
3303,10.000000,2.229652,-7.794269
3304,10.000000,2.204382,-7.819368
3305,10.000000,2.179319,-7.844257
3306,10.000000,2.154466,-7.868938
3307,10.000000,2.129819,-7.893412
3308,10.000000,2.105378,-7.917679
3309,10.000000,2.081143,-7.941741
3310,10.000000,2.057113,-7.965598
3311,10.000000,2.033286,-7.989251
3312,10.000000,2.009662,-8.012702
3313,10.000000,1.986241,-8.035950
3314,10.000000,1.963020,-8.058997
3315,10.000000,1.939999,-8.081845
3316,10.000000,1.917178,-8.104493
3317,10.000000,1.894556,-8.126942
3318,10.000000,1.872131,-8.149195
3319,10.000000,1.849903,-8.171251
3320,10.000000,1.827871,-8.193111
3321,10.000000,1.806033,-8.214777
3322,10.000000,1.784389,-8.236249
3323,10.000000,1.762938,-8.257529
3324,10.000000,1.741680,-8.278617
3325,10.000000,1.720612,-8.299515
3326,10.000000,1.699734,-8.320222
3327,10.000000,1.679045,-8.340741
3328,10.000000,1.658545,-8.361073
3329,10.000000,1.638232,-8.381217
3330,10.000000,1.618105,-8.401176
3331,10.000000,1.598163,-8.420950
3332,10.000000,1.578406,-8.440540
3333,10.000000,1.558832,-8.459947
3334,10.000000,1.539440,-8.479173
3335,10.000000,1.520230,-8.498218
3336,10.000000,1.501200,-8.517083
3337,10.000000,1.482349,-8.535769
3338,10.000000,1.463675,-8.554278
3339,10.000000,1.445181,-8.572610
3340,10.000000,1.426862,-8.590766
3341,10.000000,1.408719,-8.608748
3342,10.000000,1.390750,-8.626556
3343,10.000000,1.372954,-8.644191
3344,10.000000,1.355331,-8.661655
3345,10.000000,1.337878,-8.678948
3346,10.000000,1.320596,-8.696072
3347,10.000000,1.303482,-8.713027
3348,10.000000,1.286538,-8.729815
3349,10.000000,1.269760,-8.746436
3350,10.000000,1.253149,-8.762893
3351,10.000000,1.236702,-8.779184
3352,10.000000,1.220420,-8.795313
3353,10.000000,1.204300,-8.811279
3354,10.000000,1.188343,-8.827084
3355,10.000000,1.172546,-8.842729
3356,10.000000,1.156910,-8.858215
3357,10.000000,1.141431,-8.873543
3358,10.000000,1.126112,-8.888714
3359,10.000000,1.110949,-8.903690
3360,10.000000,1.095980,-8.918514
3361,10.000000,1.081164,-8.933185
3362,10.000000,1.066500,-8.947706
3363,10.000000,1.051986,-8.962076
3364,10.000000,1.037623,-8.976297
3365,10.000000,1.023407,-8.990370
3366,10.000000,1.009341,-9.004295
3367,10.000000,0.995422,-9.018075
3368,10.000000,0.981648,-9.031709
3369,10.000000,0.968019,-9.045200
3370,10.000000,0.954535,-9.058546
3371,10.000000,0.941193,-9.071751
3372,10.000000,0.927994,-9.084815
3373,10.000000,0.914937,-9.097738
3374,10.000000,0.902019,-9.110522
3375,10.000000,0.889239,-9.123167
3376,10.000000,0.876598,-9.135676
3377,10.000000,0.864095,-9.148048
3378,10.000000,0.851726,-9.160285
3379,10.000000,0.839494,-9.172388
3380,10.000000,0.827395,-9.184357
3381,10.000000,0.815430,-9.196195
3382,10.000000,0.803597,-9.207901
3383,10.000000,0.791895,-9.219476
3384,10.000000,0.780324,-9.230923
3385,10.000000,0.768880,-9.242241
3386,10.000000,0.757567,-9.253432
3387,10.000000,0.746379,-9.264497
3388,10.000000,0.735317,-9.275437
3389,10.000000,0.724382,-9.286252
3390,10.000000,0.713570,-9.296944
3391,10.000000,0.702881,-9.307513
3392,10.000000,0.692314,-9.317962
3393,10.000000,0.681870,-9.328290
3394,10.000000,0.671544,-9.338499
3395,10.000000,0.661339,-9.348589
3396,10.000000,0.651251,-9.358562
3397,10.000000,0.641281,-9.368419
3398,10.000000,0.631427,-9.378160
3399,10.000000,0.621688,-9.387787
3400,10.000000,0.612064,-9.397300
3401,10.000000,0.602553,-9.406701
3402,10.000000,0.593155,-9.415991
3403,10.000000,0.583867,-9.425170
3404,10.000000,0.574691,-9.434239
3405,10.000000,0.565624,-9.443200
3406,10.000000,0.556665,-9.452053
3407,10.000000,0.547814,-9.460799
3408,10.000000,0.539069,-9.469440
3409,10.000000,0.530431,-9.477976
3410,10.000000,0.521897,-9.486408
3411,10.000000,0.513468,-9.494737
3412,10.000000,0.505140,-9.502964
3413,10.000000,0.496915,-9.511089
3414,10.000000,0.488791,-9.519115
3415,10.000000,0.480767,-9.527042
3416,10.000000,0.472842,-9.534870
3417,10.000000,0.465016,-9.542601
3418,10.000000,0.457287,-9.550236
3419,10.000000,0.449654,-9.557774
3420,10.000000,0.442117,-9.565219
3421,10.000000,0.434674,-9.572569
3422,10.000000,0.427324,-9.579827
3423,10.000000,0.420068,-9.586993
3424,10.000000,0.412905,-9.594067
3425,10.000000,0.405831,-9.601052
3426,10.000000,0.398848,-9.607947
3427,10.000000,0.391954,-9.614754
3428,10.000000,0.385148,-9.621473
3429,10.000000,0.378431,-9.628105
3430,10.000000,0.371800,-9.634652
3431,10.000000,0.365254,-9.641113
3432,10.000000,0.358794,-9.647491
3433,10.000000,0.352418,-9.653785
3434,10.000000,0.346124,-9.659997
3435,10.000000,0.339914,-9.666127
3436,10.000000,0.333785,-9.672176
3437,10.000000,0.327736,-9.678146
3438,10.000000,0.321769,-9.684036
3439,10.000000,0.315879,-9.689848
3440,10.000000,0.310068,-9.695582
3441,10.000000,0.304335,-9.701240
3442,10.000000,0.298678,-9.706822
3443,10.000000,0.293097,-9.712329
3444,10.000000,0.287591,-9.717761
3445,10.000000,0.282159,-9.723120
3446,10.000000,0.276802,-9.728406
3447,10.000000,0.271516,-9.733620
3448,10.000000,0.266303,-9.738763
3449,10.000000,0.261161,-9.743835
3450,10.000000,0.256090,-9.748838
3451,10.000000,0.251087,-9.753772
3452,10.000000,0.246154,-9.758638
3453,10.000000,0.241289,-9.763436
3454,10.000000,0.236492,-9.768167
3455,10.000000,0.231761,-9.772833
3456,10.000000,0.227096,-9.777433
3457,10.000000,0.222496,-9.781969
3458,10.000000,0.217962,-9.786441
3459,10.000000,0.213490,-9.790850
3460,10.000000,0.209082,-9.795196
3461,10.000000,0.204737,-9.799481
3462,10.000000,0.200452,-9.803704
3463,10.000000,0.196229,-9.807868
3464,10.000000,0.192067,-9.811971
3465,10.000000,0.187963,-9.816016
3466,10.000000,0.183919,-9.820003
3467,10.000000,0.179934,-9.823931
3468,10.000000,0.176005,-9.827803
3469,10.000000,0.172133,-9.831619
3470,10.000000,0.168318,-9.835379
3471,10.000000,0.164560,-9.839084
3472,10.000000,0.160854,-9.842734
3473,10.000000,0.157205,-9.846331
3474,10.000000,0.153609,-9.849875
3475,10.000000,0.150065,-9.853366
3476,10.000000,0.146574,-9.856805
3477,10.000000,0.143136,-9.860194
3478,10.000000,0.139747,-9.863531
3479,10.000000,0.136410,-9.866818
3480,10.000000,0.133124,-9.870056
3481,10.000000,0.129886,-9.873245
3482,10.000000,0.126697,-9.876386
3483,10.000000,0.123557,-9.879479
3484,10.000000,0.120464,-9.882525
3485,10.000000,0.117419,-9.885525
3486,10.000000,0.114420,-9.888478
3487,10.000000,0.111466,-9.891386
3488,10.000000,0.108559,-9.894250
3489,10.000000,0.105696,-9.897069
3490,10.000000,0.102877,-9.899844
3491,10.000000,0.100103,-9.902576
3492,10.000000,0.097372,-9.905265
3493,10.000000,0.094682,-9.907912
3494,10.000000,0.092036,-9.910517
3495,10.000000,0.089430,-9.913081
3496,10.000000,0.086867,-9.915605
3497,10.000000,0.084343,-9.918089
3498,10.000000,0.081860,-9.920532
3499,10.000000,0.079417,-9.922937
3500,10.000000,0.077011,-9.925304
3501,10.000000,0.074646,-9.927632
3502,10.000000,0.072318,-9.929922
3503,10.000000,0.070027,-9.932175
3504,10.000000,0.067775,-9.934392
3505,10.000000,0.065558,-9.936572
3506,10.000000,0.063378,-9.938717
3507,10.000000,0.061234,-9.940826
3508,10.000000,0.059125,-9.942901
3509,10.000000,0.057050,-9.944941
3510,10.000000,0.055010,-9.946947
3511,10.000000,0.053004,-9.948920
3512,10.000000,0.051032,-9.950860
3513,10.000000,0.049092,-9.952767
3514,10.000000,0.047185,-9.954642
3515,10.000000,0.045310,-9.956485
3516,10.000000,0.043467,-9.958297
3517,10.000000,0.041656,-9.960078
3518,10.000000,0.039876,-9.961828
3519,10.000000,0.038125,-9.963548
3520,10.000000,0.036405,-9.965239
3521,10.000000,0.034716,-9.966900
3522,10.000000,0.033054,-9.968532
3523,10.000000,0.031422,-9.970136
3524,10.000000,0.029819,-9.971711
3525,10.000000,0.028243,-9.973259
3526,10.000000,0.026696,-9.974779
3527,10.000000,0.025176,-9.976273
3528,10.000000,0.023682,-9.977739
3529,10.000000,0.022216,-9.979180
3530,10.000000,0.020775,-9.980594
3531,10.000000,0.019362,-9.981983
3532,10.000000,0.017973,-9.983346
3533,10.000000,0.016610,-9.984685
3534,10.000000,0.015270,-9.985999
3535,10.000000,0.013957,-9.987289
3536,10.000000,0.012667,-9.988555
3537,10.000000,0.011401,-9.989798
3538,10.000000,0.010158,-9.991017
3539,10.000000,0.008939,-9.992214
3540,10.000000,0.007743,-9.993388
3541,10.000000,0.006569,-9.994539
3542,10.000000,0.005417,-9.995669
3543,10.000000,0.004288,-9.996777
3544,10.000000,0.003179,-9.997864
3545,10.000000,0.002093,-9.998930
3546,10.000000,0.001027,-9.999975
3547,10.000000,-0.000018,-10.001000
3548,10.000000,-0.001042,-10.002004
3549,10.000000,-0.002047,-10.002989
3550,10.000000,-0.003031,-10.003954
3551,10.000000,-0.003996,-10.004900
3552,10.000000,-0.004941,-10.005827
3553,10.000000,-0.005869,-10.006735
3554,10.000000,-0.006776,-10.007625
3555,10.000000,-0.007666,-10.008496
3556,10.000000,-0.008538,-10.009350
3557,10.000000,-0.009392,-10.010186
3558,10.000000,-0.010228,-10.011004
3559,10.000000,-0.011046,-10.011806
3560,10.000000,-0.011848,-10.012590
3561,10.000000,-0.012632,-10.013358
3562,10.000000,-0.013400,-10.014110
3563,10.000000,-0.014151,-10.014845
3564,10.000000,-0.014886,-10.015565
3565,10.000000,-0.015606,-10.016269
3566,10.000000,-0.016310,-10.016957
3567,10.000000,-0.016998,-10.017630
3568,10.000000,-0.017671,-10.018288
3569,10.000000,-0.018329,-10.018932
3570,10.000000,-0.018973,-10.019561
3571,10.000000,-0.019602,-10.020176
3572,10.000000,-0.020217,-10.020776
3573,10.000000,-0.020817,-10.021363
3574,10.000000,-0.021403,-10.021936
3575,10.000000,-0.021976,-10.022495
3576,10.000000,-0.022535,-10.023042
3577,10.000000,-0.023082,-10.023575
3578,10.000000,-0.023616,-10.024096
3579,10.000000,-0.024136,-10.024603
3580,10.000000,-0.024643,-10.025099
3581,10.000000,-0.025139,-10.025582
3582,10.000000,-0.025622,-10.026053
3583,10.000000,-0.026093,-10.026512
3584,10.000000,-0.026552,-10.026960
3585,10.000000,-0.027000,-10.027396
3586,10.000000,-0.027436,-10.027820
3587,10.000000,-0.027861,-10.028234
3588,10.000000,-0.028274,-10.028637
3589,10.000000,-0.028677,-10.029028
3590,10.000000,-0.029068,-10.029410
3591,10.000000,-0.029450,-10.029780
3592,10.000000,-0.029820,-10.030141
3593,10.000000,-0.030181,-10.030491
3594,10.000000,-0.030531,-10.030832
3595,10.000000,-0.030871,-10.031162
3596,10.000000,-0.031201,-10.031483
3597,10.000000,-0.031523,-10.031795
3598,10.000000,-0.031834,-10.032097
3599,10.000000,-0.032136,-10.032390
3600,10.000000,-0.032430,-10.032674
3601,10.000000,-0.032714,-10.032949
3602,10.000000,-0.032988,-10.033216
3603,10.000000,-0.033256,-10.033474
3604,10.000000,-0.033513,-10.033723
3605,10.000000,-0.033763,-10.033965
3606,10.000000,-0.034004,-10.034198
3607,10.000000,-0.034237,-10.034423
3608,10.000000,-0.034462,-10.034640
3609,10.000000,-0.034679,-10.034849
3610,10.000000,-0.034889,-10.035051
3611,10.000000,-0.035090,-10.035245
3612,10.000000,-0.035285,-10.035432
3613,10.000000,-0.035471,-10.035612
3614,10.000000,-0.035651,-10.035785
3615,10.000000,-0.035824,-10.035950
3616,10.000000,-0.035989,-10.036109
3617,10.000000,-0.036149,-10.036261
3618,10.000000,-0.036301,-10.036407
3619,10.000000,-0.036446,-10.036546
3620,10.000000,-0.036585,-10.036678
3621,10.000000,-0.036717,-10.036804
3622,10.000000,-0.036844,-10.036925
3623,10.000000,-0.036963,-10.037039
3624,10.000000,-0.037077,-10.037147
3625,10.000000,-0.037186,-10.037249
3626,10.000000,-0.037288,-10.037345
3627,10.000000,-0.037384,-10.037436
3628,10.000000,-0.037476,-10.037522
3629,10.000000,-0.037561,-10.037602
3630,10.000000,-0.037641,-10.037676
3631,10.000000,-0.037716,-10.037746
3632,10.000000,-0.037785,-10.037810
3633,10.000000,-0.037849,-10.037869
3634,10.000000,-0.037908,-10.037923
3635,10.000000,-0.037963,-10.037973
3636,10.000000,-0.038011,-10.038017
3637,10.000000,-0.038056,-10.038057
3638,10.000000,-0.038096,-10.038093
3639,10.000000,-0.038131,-10.038123
3640,10.000000,-0.038163,-10.038150
3641,10.000000,-0.038189,-10.038172
3642,10.000000,-0.038211,-10.038190
3643,10.000000,-0.038229,-10.038204
3644,10.000000,-0.038242,-10.038213
3645,10.000000,-0.038253,-10.038219
3646,10.000000,-0.038258,-10.038221
3647,10.000000,-0.038260,-10.038180
3648,10.000000,-0.038219,-10.038135
3649,10.000000,-0.038174,-10.038087
3650,10.000000,-0.038126,-10.038035
3651,10.000000,-0.038074,-10.037980
3652,10.000000,-0.038019,-10.037921
3653,10.000000,-0.037960,-10.037859
3654,10.000000,-0.037898,-10.037793
3655,10.000000,-0.037833,-10.037725
3656,10.000000,-0.037764,-10.037653
3657,10.000000,-0.037693,-10.037578
3658,10.000000,-0.037617,-10.037501
3659,10.000000,-0.037540,-10.037420
3660,10.000000,-0.037459,-10.037336
3661,10.000000,-0.037375,-10.037250
3662,10.000000,-0.037289,-10.037161
3663,10.000000,-0.037200,-10.037069
3664,10.000000,-0.037109,-10.036975
3665,10.000000,-0.037015,-10.036878
3666,10.000000,-0.036917,-10.036779
3667,10.000000,-0.036818,-10.036677
3668,10.000000,-0.036717,-10.036573
3669,10.000000,-0.036612,-10.036467
3670,10.000000,-0.036506,-10.036358
3671,10.000000,-0.036397,-10.036247
3672,10.000000,-0.036287,-10.036134
3673,10.000000,-0.036173,-10.036019
3674,10.000000,-0.036058,-10.035902
3675,10.000000,-0.035941,-10.035783
3676,10.000000,-0.035822,-10.035662
3677,10.000000,-0.035702,-10.035539
3678,10.000000,-0.035578,-10.035415
3679,10.000000,-0.035454,-10.035288
3680,10.000000,-0.035328,-10.035160
3681,10.000000,-0.035199,-10.035030
3682,10.000000,-0.035069,-10.034898
3683,10.000000,-0.034938,-10.034765
3684,10.000000,-0.034805,-10.034630
3685,10.000000,-0.034670,-10.034494
3686,10.000000,-0.034533,-10.034357
3687,10.000000,-0.034396,-10.034218
3688,10.000000,-0.034257,-10.034077
3689,10.000000,-0.034116,-10.033935
3690,10.000000,-0.033975,-10.033792
3691,10.000000,-0.033832,-10.033648
3692,10.000000,-0.033687,-10.033502
3693,10.000000,-0.033542,-10.033355
3694,10.000000,-0.033395,-10.033208
3695,10.000000,-0.033247,-10.033059
3696,10.000000,-0.033098,-10.032909
3697,10.000000,-0.032949,-10.032757
3698,10.000000,-0.032797,-10.032605
3699,10.000000,-0.032645,-10.032452
